user_id,journey_id,finish_time
13748,87,2017-12-28 14:40:25.682682
13748,88,2018-03-24 17:32:24.830617
13748,89,2023-02-01 17:39:13.766641
13748,90,2018-03-24 17:42:28.263987
13748,91,2018-03-24 17:56:35.274520
13748,92,2018-03-24 18:11:27.642853
13748,95,2023-02-01 17:39:21.274319
13748,101,2019-04-10 00:35:33.102996
13748,103,2019-04-10 00:35:24.569870
13748,104,2019-04-10 00:35:13.845731
13748,105,2017-12-28 15:47:02.218726
13748,106,2017-12-28 15:58:44.863480
13748,108,2023-01-26 18:40:40.296083
13748,110,2023-01-26 18:40:44.821171
13748,112,2023-01-26 18:40:48.468533
13748,121,2023-02-01 17:42:55.446965
13748,124,2018-02-28 18:55:23.530290
13748,125,2020-09-03 16:46:41.005649
13748,126,2023-01-26 18:40:49.138711
13748,127,2023-01-26 18:40:50.116542
13748,138,2023-02-01 17:44:48.766144
13748,139,2019-03-29 07:21:58.291517
13748,158,2023-05-08 01:41:31.066810
13748,166,2023-01-26 18:41:31.333572
13748,168,2023-01-26 18:41:25.052780
13748,169,2023-01-26 18:41:24.508373
13748,170,2023-01-26 18:41:23.871444
13748,171,2023-01-26 18:41:20.701078
13748,172,2023-01-26 18:40:55.357478
13748,194,2023-02-01 17:39:26.068018
13748,197,2020-09-04 22:19:29.089592
13748,230,2023-01-26 19:46:55.763672
13748,238,2020-11-24 14:37:55.585952
13748,262,2023-02-01 19:52:03.444482
13748,303,2023-03-23 15:27:50.484261
13748,380,2022-05-11 02:17:54.361150
13748,385,2021-11-01 16:21:24.159401
13748,455,2023-02-17 18:38:08.224991
13748,456,2023-02-17 18:38:02.848604
13748,458,2023-02-17 18:38:15.123302
13748,459,2023-02-17 18:38:18.132779
13748,469,2023-02-17 18:38:26.106298
13748,473,2021-11-01 16:07:13.944175
13748,513,2023-02-17 20:47:36.768342
13748,514,2023-02-17 20:47:51.560435
13748,516,2023-02-17 20:47:35.118157
13748,517,2022-04-11 19:28:39.660004
13748,556,2022-02-05 21:40:06.266623
13748,557,2022-02-05 21:39:21.744959
13748,559,2022-02-05 21:39:43.174699
13748,584,2023-03-23 17:31:38.610169
13748,599,2022-05-10 19:59:14.043314
13748,639,2022-05-12 04:06:31.323347
13748,640,2022-05-12 04:11:12.887170
13748,681,2023-03-23 17:31:36.955633
13748,682,2023-03-23 17:31:37.546805
13748,696,2022-12-26 13:36:28.475158
13748,810,2023-01-12 02:00:24.435560
13748,811,2022-12-20 21:21:35.984671
13748,861,2023-05-08 01:34:24.017427
13748,869,2023-06-09 13:48:20.218745
14549,13,2018-04-23 01:28:20.999686
14549,25,2018-04-17 01:27:20.748189
14549,28,2018-03-29 00:46:41.858063
14549,40,2018-03-16 02:10:31.719535
14549,57,2018-04-23 01:10:41.895959
14549,86,2023-08-28 10:07:21.933292
14549,87,2017-08-26 02:21:22.401919
14549,104,2019-04-10 00:35:18.300251
14549,121,2019-04-10 00:34:31.113529
14549,124,2018-04-03 00:51:21.349716
14549,158,2023-08-17 14:29:45.552085
14549,356,2023-02-07 15:39:12.520677
14549,380,2023-08-17 14:33:32.842417
14549,413,2023-02-07 20:42:55.249102
14549,421,2023-02-07 20:42:53.387278
14549,599,2023-08-17 14:30:06.810201
14549,709,2023-03-23 21:41:46.324865
14549,863,2023-08-17 14:36:25.134606
14549,898,2023-08-17 14:49:45.833115
15565,25,2018-02-28 20:10:40.844217
15565,40,2017-12-28 23:09:33.193454
15565,71,2018-03-07 23:13:49.634269
15565,73,2018-03-07 20:40:30.542132
15565,86,2023-05-23 20:26:54.893370
15565,87,2018-02-08 16:02:39.895688
15565,118,2019-04-10 00:33:54.281043
15565,124,2018-02-28 14:52:32.336951
15565,125,2018-05-03 18:22:07.702610
15565,155,2018-10-15 20:14:28.222648
15565,238,2021-01-15 21:46:52.467957
15565,385,2021-11-10 16:56:18.944058
15565,458,2023-02-17 20:36:27.922555
15565,473,2021-11-10 16:46:02.933156
15565,513,2023-02-17 20:59:02.960748
18151,11,2023-04-15 21:04:38.149079
18151,25,2023-05-03 22:14:10.765363
18151,158,2023-05-03 22:12:49.678479
18151,209,2023-06-05 21:54:54.182364
18151,380,2023-05-28 18:05:59.227598
18151,599,2023-05-03 22:13:34.172348
18151,860,2023-05-28 16:15:00.856375
18151,861,2023-05-03 21:46:17.376172
19485,86,2023-04-28 13:12:56.839512
20811,27,2017-06-22 20:05:03.368263
20811,86,2017-06-01 18:31:01.210649
20811,659,2022-06-30 14:32:13.401365
20811,870,2023-05-31 19:12:53.640780
21218,86,2023-05-15 22:44:50.355101
22067,86,2023-08-22 02:07:04.780510
24034,86,2023-06-12 00:19:50.430498
24034,87,2017-07-25 15:43:39.007033
24034,158,2023-06-10 01:30:04.000869
24034,813,2023-06-10 01:36:17.690876
24034,864,2023-06-10 01:37:25.343009
24077,86,2023-06-09 01:45:11.021026
24353,24,2023-05-09 20:43:57.205987
24353,86,2023-04-04 14:05:46.826787
24353,158,2023-05-09 19:56:15.265639
25003,86,2023-05-20 01:53:01.466639
25003,87,2017-10-15 00:14:47.879567
25895,86,2023-05-12 22:55:52.774011
25895,88,2021-07-07 10:47:00.541831
25895,124,2021-06-29 13:46:49.619663
26576,25,2023-06-12 21:03:38.398665
26576,86,2023-06-01 19:15:53.451417
26576,158,2023-05-31 12:42:38.151318
26576,380,2023-06-12 20:43:21.718754
26576,599,2023-06-02 18:22:44.363814
26576,813,2023-06-01 18:49:21.109307
26576,830,2023-06-12 21:07:41.170479
26576,864,2023-06-01 18:53:17.790360
26963,86,2023-04-18 16:12:59.731177
26963,158,2023-05-02 21:00:47.434328
27344,21,2017-12-25 16:59:05.995524
27344,24,2017-09-02 05:35:36.152944
27344,26,2017-12-25 18:32:10.422996
27344,40,2017-12-25 15:54:04.010801
27344,55,2017-12-25 19:03:32.643066
27344,57,2017-12-25 19:07:27.106235
27344,64,2017-12-25 18:40:27.618034
27344,71,2017-12-25 18:37:57.615376
27344,73,2017-12-25 18:36:29.764021
27344,86,2023-04-26 16:42:42.040903
27344,87,2017-11-03 00:26:34.769024
27344,88,2017-09-02 05:12:55.185487
27344,95,2017-12-25 18:15:29.819766
27344,100,2019-04-10 00:33:39.359312
27344,104,2019-04-10 00:35:13.421236
27344,113,2019-04-10 00:34:52.335277
27344,158,2023-04-27 16:42:13.587002
27344,243,2023-04-26 16:42:42.234910
27344,244,2023-02-01 19:08:22.498091
27344,522,2023-04-26 16:42:44.738040
27344,523,2023-03-03 18:08:37.551282
27344,530,2023-04-26 16:43:12.656650
27344,531,2023-04-26 16:43:15.162742
27344,532,2023-04-26 16:43:17.658433
27344,533,2023-04-26 16:43:20.210624
27344,534,2023-04-26 16:42:44.764056
27344,556,2022-02-05 02:07:06.851233
27344,557,2022-02-05 02:05:47.134878
27344,559,2022-02-05 02:06:20.063138
27383,25,2023-05-15 13:01:23.923274
27383,86,2023-05-06 19:10:03.721457
27383,158,2023-05-04 00:51:44.410890
27383,380,2023-05-20 20:21:50.140814
27383,599,2023-05-06 19:33:18.440446
27383,689,2023-05-20 20:25:23.355206
27383,850,2023-04-27 01:52:55.006156
27383,851,2023-07-13 22:27:47.301258
29729,24,2017-12-20 14:35:34.854205
29729,25,2020-10-07 15:13:05.901459
29729,86,2023-06-02 13:42:51.524604
29729,87,2017-09-19 11:37:05.563084
29729,88,2017-12-20 14:06:53.506757
29729,124,2018-07-25 14:35:08.519064
29729,125,2020-10-07 15:17:24.354762
30609,86,2023-04-06 14:46:58.381937
31278,6,2017-10-29 21:43:36.423695
31278,24,2017-10-29 14:12:03.209088
31278,86,2017-10-25 13:57:01.528697
31278,87,2017-10-29 14:22:56.667871
31278,158,2023-05-25 20:55:10.213339
32666,86,2023-05-03 01:55:54.890949
33066,24,2017-10-05 16:37:43.065376
33066,86,2017-10-04 17:43:24.163462
33066,87,2017-10-03 20:02:29.532078
33066,88,2017-10-05 17:17:52.208209
33066,100,2019-04-10 00:33:25.426076
34625,86,2023-04-13 13:43:41.381920
35518,25,2023-04-09 00:33:19.497150
35518,86,2023-04-08 14:29:58.701841
35518,158,2023-04-08 13:58:01.779437
35518,599,2023-04-09 00:04:24.777070
35518,813,2023-04-18 18:42:59.498704
35518,826,2023-04-08 13:42:36.857614
35518,827,2023-04-08 13:55:05.018929
35518,828,2023-04-08 13:59:38.149159
35518,829,2023-04-08 13:58:51.446911
35518,830,2023-05-17 17:04:28.980500
35518,831,2023-04-08 23:50:17.727815
35820,86,2023-03-15 23:15:24.318186
36122,86,2023-03-25 23:10:10.479934
38432,86,2023-03-22 13:48:22.514098
38513,86,2023-05-22 13:35:18.386496
38513,158,2023-05-22 13:17:09.158372
38513,813,2023-05-22 13:27:59.870945
38513,852,2023-05-22 13:05:53.910452
38513,864,2023-05-22 13:29:01.337118
38748,86,2023-05-31 13:40:37.972513
39920,24,2018-01-15 01:38:57.259152
39920,86,2023-04-13 01:57:04.373501
39920,87,2017-10-18 02:46:35.086567
39920,88,2018-01-15 01:25:44.382687
39920,100,2017-10-18 02:25:30.259665
40016,24,2023-04-30 00:54:19.319393
40016,25,2023-04-30 02:13:56.567337
40016,40,2017-10-18 10:52:55.317066
40016,86,2023-04-30 01:24:22.725562
40016,88,2023-04-30 01:15:59.909262
40016,100,2017-10-18 11:04:26.943058
40016,158,2023-04-30 01:31:12.027074
40016,380,2023-04-30 03:10:19.770618
40016,599,2023-04-30 01:56:45.655017
40016,813,2023-04-30 01:36:10.174058
40016,830,2023-05-17 17:29:18.736964
40016,831,2023-04-30 01:39:06.220607
41400,87,2017-10-24 08:00:51.984929
41400,88,2023-05-01 06:56:42.035581
41400,158,2023-05-01 05:24:50.747746
43711,19,2023-01-26 19:40:49.046632
43711,24,2017-10-25 16:04:49.855679
43711,71,2019-06-24 17:36:32.071802
43711,86,2023-04-23 21:09:56.012647
43711,87,2017-10-25 16:30:59.259761
43711,88,2017-10-25 16:51:25.596225
43711,100,2019-04-10 00:33:34.710465
43711,108,2019-06-24 17:24:34.907858
43711,124,2019-06-24 18:03:02.386239
43711,556,2022-02-01 20:17:58.721059
43711,557,2022-01-27 21:29:14.773425
43711,559,2022-01-27 21:30:08.145700
43711,599,2022-12-03 01:18:10.911103
44715,25,2021-10-16 13:20:46.758078
44715,86,2023-04-12 13:56:24.202376
45758,86,2023-04-11 17:25:50.360932
47876,158,2023-05-24 22:02:34.098082
47876,861,2023-05-24 21:55:00.313842
50169,86,2023-05-03 21:53:33.982393
50885,86,2023-03-16 11:54:58.753965
52286,86,2023-06-07 13:24:57.415981
52573,86,2023-03-27 13:06:50.640302
52573,87,2017-11-29 15:16:18.643842
52573,118,2017-11-29 15:35:03.635011
53824,86,2023-06-04 23:00:35.167644
53824,87,2017-11-14 17:54:56.612158
53824,158,2023-06-04 22:48:02.694830
53824,599,2023-06-04 23:24:03.406360
54157,86,2023-05-02 13:47:52.409311
54157,87,2017-11-15 02:51:19.272675
54157,158,2023-05-02 05:34:04.679820
54157,850,2023-04-28 13:34:06.867241
54157,851,2023-07-13 22:14:44.211630
54674,86,2023-04-12 16:04:19.213806
54674,87,2017-11-17 00:25:22.284222
54674,108,2017-11-24 02:32:17.838184
54674,112,2017-11-17 00:38:01.318539
56113,86,2023-04-28 02:40:39.184324
56874,86,2023-05-21 13:28:50.335203
57143,24,2018-03-31 15:10:22.553578
57143,25,2019-08-14 13:30:04.380376
57143,86,2023-04-21 21:40:52.126060
57143,88,2019-10-07 22:29:49.833935
57143,124,2019-10-07 22:51:02.915951
57143,125,2019-08-14 13:52:30.105229
57143,158,2023-07-07 01:47:04.822820
57143,243,2023-04-21 21:40:52.316747
57143,244,2023-02-01 18:44:25.237123
57143,380,2023-07-07 02:24:45.174449
57143,385,2021-11-12 13:26:23.449197
57143,458,2023-02-17 21:17:51.354693
57143,459,2023-02-17 21:18:04.112357
57143,473,2021-11-12 13:04:51.615249
57143,599,2023-07-07 01:48:35.557408
57252,86,2023-06-12 23:49:50.502959
57252,87,2017-11-22 10:35:08.543910
58125,86,2023-04-30 23:14:56.755607
58125,87,2017-12-21 18:58:32.899373
59063,25,2023-04-26 19:59:13.818547
59063,86,2023-04-26 19:06:10.414477
59063,158,2023-04-26 18:32:12.377559
59063,380,2023-04-26 20:01:38.197539
59063,599,2023-04-26 19:51:33.941555
59063,689,2023-04-26 20:02:10.478599
59063,850,2023-04-26 18:01:53.698029
59063,851,2023-07-13 23:01:16.697906
59588,86,2023-05-19 23:03:58.798726
61783,86,2023-04-10 18:03:07.571231
63081,86,2023-03-10 22:15:52.778268
63081,87,2017-12-07 03:18:47.849489
63081,114,2017-12-13 12:46:56.746841
63081,117,2017-12-13 13:40:38.200432
63081,790,2023-03-10 22:04:42.989928
63572,86,2023-05-26 12:18:20.745804
64755,86,2023-04-27 16:51:16.998660
65163,24,2018-04-06 18:28:35.677134
65163,43,2021-10-10 20:50:04.456589
65163,86,2023-05-09 17:56:13.907999
65163,88,2019-11-28 02:23:12.243322
65285,21,2017-12-22 20:30:23.709689
65285,24,2017-12-21 19:39:01.358503
65285,25,2020-04-09 05:03:20.293987
65285,26,2017-12-22 20:09:53.184334
65285,71,2017-12-23 22:40:53.183650
65285,73,2017-12-23 22:31:48.774094
65285,86,2023-04-11 00:49:27.240897
65285,87,2017-12-20 14:22:14.753722
65285,88,2021-01-15 22:29:22.495071
65285,95,2017-12-23 22:07:24.949248
65285,104,2019-04-10 00:35:13.349794
65285,113,2019-04-10 00:34:52.215495
65285,124,2020-10-26 19:49:50.508213
65285,125,2021-01-15 22:41:29.496129
65285,158,2023-04-06 13:06:22.977828
65285,211,2023-02-01 19:42:43.891281
65285,231,2020-10-26 19:58:00.327132
65285,238,2020-11-27 14:18:49.320935
65285,380,2023-04-06 13:32:53.922780
65285,421,2023-02-07 21:49:57.304932
65285,433,2023-02-07 21:57:58.201808
65285,599,2023-04-06 13:20:20.148694
65285,696,2023-04-16 22:02:22.791966
65285,739,2023-06-11 00:51:09.984679
65285,805,2023-06-11 00:50:16.200414
65285,813,2023-04-06 12:51:50.076220
65285,826,2023-04-06 13:39:09.588310
65285,827,2023-04-16 21:47:47.602278
65285,828,2023-04-16 21:51:40.514910
65285,829,2023-04-16 21:49:57.408880
65285,830,2023-05-17 17:08:50.381509
65285,831,2023-04-06 12:53:20.138205
65285,863,2023-08-10 05:02:39.667711
65285,896,2023-08-23 13:35:29.860006
65285,898,2023-09-02 02:36:24.198378
66310,158,2023-05-01 02:25:58.842968
67360,86,2023-08-20 05:07:42.416094
68411,25,2023-04-26 18:44:04.838478
68411,86,2023-04-26 18:15:29.673226
68411,158,2023-06-11 15:20:09.039553
68411,380,2022-07-02 02:42:56.526879
68411,385,2022-02-28 01:04:49.926667
68411,517,2022-01-17 01:36:46.559370
68411,556,2022-02-08 00:45:12.451316
68411,557,2022-01-21 15:21:47.862139
68411,599,2023-08-26 21:25:33.419791
68411,638,2023-04-26 18:15:31.709981
68411,639,2022-05-12 02:26:53.565317
68411,640,2023-04-26 18:15:29.867411
68411,681,2023-03-23 17:37:28.853527
68411,682,2023-03-23 17:51:52.632202
68411,696,2023-06-11 15:42:36.405779
68411,811,2022-12-27 19:32:37.529707
68411,869,2023-06-11 15:38:52.803405
69390,24,2018-01-02 19:50:44.707066
69390,25,2022-05-29 15:11:35.043203
69390,86,2023-04-26 00:51:51.480914
69390,88,2023-04-07 13:41:13.306187
69390,303,2023-03-23 16:05:29.416413
69390,380,2022-05-29 17:13:23.651499
69390,517,2022-05-29 15:46:57.898440
69390,599,2022-05-29 15:44:29.773746
69390,634,2023-03-23 15:16:24.512132
69390,637,2023-03-23 15:16:17.340376
69390,638,2023-04-26 00:51:53.626571
69390,639,2022-05-23 15:20:38.496327
69390,640,2023-04-26 00:51:51.671596
69390,665,2023-03-23 18:01:14.603859
69390,666,2023-03-23 18:01:18.603964
69390,681,2023-03-23 19:03:55.235018
69390,682,2023-03-23 19:03:56.920146
71291,25,2023-05-15 18:32:33.405526
71291,86,2023-05-15 15:56:33.948763
71291,158,2023-05-10 19:08:13.238847
71291,599,2023-05-15 16:21:46.965902
71291,813,2023-05-10 19:25:17.411091
71291,830,2023-05-17 17:27:56.941186
71291,831,2023-05-15 15:26:38.129414
71758,86,2023-04-04 18:42:44.375991
72080,86,2023-04-02 23:03:05.934814
73668,24,2018-01-29 13:12:12.677084
73668,25,2018-03-06 01:28:46.152136
73668,86,2023-05-01 12:30:08.012141
73668,87,2018-01-19 19:22:06.829279
73668,118,2019-04-10 00:34:08.879313
73668,124,2018-02-28 22:48:00.406974
73668,125,2018-10-07 12:54:38.981125
73668,155,2018-09-26 22:37:11.954685
74002,25,2023-03-06 17:01:19.236494
74002,86,2023-03-06 15:36:54.424506
74002,599,2023-03-06 16:24:56.432032
74002,821,2023-03-06 00:49:31.860006
74002,822,2023-03-06 15:02:22.718974
74630,86,2023-05-02 22:00:20.129884
74630,87,2018-01-24 22:02:10.308801
74630,88,2018-01-24 22:24:59.663509
74630,119,2018-01-24 22:19:35.051238
74630,158,2023-05-02 21:33:58.238911
74630,380,2023-05-03 17:48:53.991243
74630,599,2023-05-03 03:10:49.293729
74630,824,2023-05-02 21:02:09.479528
76681,86,2023-05-15 15:28:37.124130
78426,24,2018-02-06 09:55:31.114107
78426,86,2023-04-12 11:47:22.796695
78426,87,2018-02-06 10:56:59.523710
78426,88,2018-02-06 10:04:42.449494
78426,117,2018-02-06 20:36:59.566351
78426,119,2018-02-06 13:08:50.259832
82749,24,2018-02-15 23:11:48.147328
82749,25,2018-06-23 18:57:07.097603
82749,28,2018-03-26 22:38:05.825866
82749,86,2023-04-12 02:41:31.467089
82749,88,2018-05-24 16:14:54.686644
82749,100,2019-08-25 14:24:04.756636
82749,124,2018-02-15 00:33:41.335988
82749,125,2018-03-29 20:32:39.933353
82749,139,2023-04-12 02:41:31.656134
82749,158,2023-05-18 23:06:09.511267
82749,473,2022-04-24 02:43:33.608951
82749,599,2023-05-23 23:34:23.575605
82749,861,2023-05-18 23:00:44.128858
85845,86,2023-04-27 05:22:25.493355
85917,24,2023-05-02 14:24:10.865456
85917,86,2023-05-02 14:14:07.012105
85917,88,2023-05-02 13:34:04.335648
85917,158,2023-05-02 15:07:25.834260
86385,24,2018-02-22 22:52:19.337995
86385,25,2023-03-14 16:53:21.020375
86385,86,2023-06-12 22:43:22.945982
86385,87,2018-03-07 14:57:36.521722
86385,121,2018-03-07 14:37:48.870692
86385,158,2023-04-29 17:03:15.219173
86385,380,2023-04-29 18:31:23.658106
86385,599,2023-04-29 16:55:32.203842
86385,696,2023-03-14 16:30:32.426569
86385,739,2023-06-25 20:36:47.749580
86385,805,2023-06-20 03:05:45.798017
86385,813,2023-01-26 16:24:22.963946
86385,814,2023-06-25 21:47:56.159580
86385,815,2023-04-29 18:33:29.976102
86385,830,2023-06-18 20:48:05.023544
86385,831,2023-06-25 21:47:58.438083
86385,864,2023-06-12 17:26:32.467191
86385,871,2023-06-25 21:54:25.650172
86385,872,2023-06-25 21:31:01.860953
87070,24,2019-09-27 00:12:28.458781
87070,25,2019-09-27 18:49:05.602755
87070,38,2019-09-27 18:50:48.266314
87070,86,2023-04-12 14:08:40.349662
87070,87,2018-02-23 21:22:16.817001
87070,88,2019-09-27 18:22:07.026896
87070,145,2023-04-12 14:01:16.737008
87070,146,2023-04-12 14:08:40.562007
87070,147,2019-10-04 17:10:11.215768
87070,150,2019-10-04 17:25:05.373094
87070,151,2019-10-10 18:46:41.304517
87070,185,2019-10-10 00:39:47.923612
87070,188,2019-10-04 17:03:25.955069
87070,191,2019-09-27 19:36:36.368449
87179,86,2023-04-26 18:42:10.954928
88101,86,2023-04-05 16:30:22.794441
89258,86,2023-03-16 03:16:09.768251
89795,158,2023-05-03 12:11:43.271530
90970,86,2023-03-19 20:56:21.616435
94310,86,2023-03-16 13:58:20.833031
96166,86,2023-06-12 15:17:53.439856
100136,24,2018-03-23 03:25:08.082972
100136,86,2023-06-06 17:14:26.880683
100136,87,2018-03-23 03:32:12.194701
100136,88,2018-04-05 19:35:32.591926
102256,24,2018-03-27 15:35:28.899928
102256,25,2018-04-17 20:51:49.020845
102256,86,2023-04-12 00:43:32.657868
102256,87,2018-03-27 15:36:41.896655
102256,88,2021-06-02 02:41:33.180833
102256,124,2018-04-23 21:08:03.359711
102256,125,2018-04-24 02:48:39.901178
102256,238,2021-05-27 17:23:01.016349
106516,86,2023-05-29 19:42:12.123625
106516,87,2018-03-31 15:27:36.702362
107778,25,2023-05-04 01:42:17.169553
107778,86,2023-05-04 01:23:57.845502
107778,709,2023-03-23 22:21:32.393122
107778,720,2023-03-23 22:05:20.155196
108151,86,2023-03-29 04:06:40.894989
112628,25,2023-01-25 23:57:49.481356
112628,86,2023-06-03 00:38:26.533288
112628,696,2023-01-18 21:40:23.916630
112628,811,2023-01-17 22:31:47.927518
114591,24,2018-04-12 23:54:05.579265
114591,53,2018-04-13 00:05:01.963480
114591,86,2023-04-21 14:24:38.307193
114591,87,2018-04-12 23:43:24.582500
114591,88,2018-04-12 23:45:50.284733
114591,112,2023-04-21 14:17:38.573757
114591,119,2018-04-13 11:10:44.880272
114591,124,2018-04-13 00:36:35.856504
114591,125,2018-04-13 00:17:35.513919
114591,158,2023-04-21 13:56:58.705252
118060,24,2018-04-20 14:18:36.703915
118060,55,2018-11-13 13:37:36.428853
118060,86,2023-05-18 14:29:49.107618
118060,88,2018-04-20 13:57:11.496726
118240,86,2023-03-03 02:28:06.223428
118354,86,2023-03-22 14:15:14.237860
118684,86,2023-03-31 15:31:12.452672
118684,826,2023-03-31 14:43:13.819585
118684,827,2023-03-31 14:54:14.755108
118684,828,2023-03-31 15:08:55.344689
118684,829,2023-03-31 15:08:12.395484
119257,25,2023-06-07 17:21:31.185103
119257,86,2023-04-11 17:57:26.859763
119257,158,2023-06-06 17:42:53.895386
119257,380,2023-06-07 18:53:21.108932
119257,696,2023-06-06 17:55:47.161046
119257,869,2023-06-06 17:54:11.483995
119517,86,2023-06-09 03:45:53.750200
119517,158,2023-08-07 17:39:03.364181
119517,696,2023-08-07 17:39:26.789773
119517,863,2023-08-07 17:45:32.375598
120409,24,2019-03-27 13:23:39.919218
120409,25,2019-10-02 18:12:10.064997
120409,86,2023-06-09 12:04:44.024338
120409,88,2018-05-04 03:46:48.241389
120409,100,2019-10-02 18:24:27.913520
120409,145,2023-06-09 11:55:44.530856
120409,148,2019-10-02 19:05:22.874451
120409,158,2023-04-27 03:41:59.513439
120409,169,2019-10-02 19:15:21.139936
120409,171,2019-10-02 18:43:04.821783
120409,243,2023-06-09 12:04:44.238131
120409,244,2023-02-01 18:38:25.908333
120409,385,2021-11-18 18:27:12.505379
120409,416,2022-02-03 03:58:01.393476
120409,514,2023-02-17 23:04:17.349683
120409,516,2023-02-17 23:01:13.070103
120409,556,2022-01-21 18:49:32.997898
120409,557,2022-01-21 18:48:07.615244
120409,870,2023-07-03 03:54:02.831618
121560,25,2022-02-24 01:09:04.856488
121560,86,2023-04-18 20:36:24.730548
121560,380,2022-06-28 18:37:08.232291
121560,385,2022-02-23 23:59:22.486668
121560,517,2022-05-02 22:11:58.518340
121560,556,2022-02-03 18:31:45.197772
121560,557,2022-02-02 20:33:56.709031
121560,559,2022-02-02 20:35:03.242030
121560,599,2022-06-28 17:38:37.797758
121560,681,2023-03-23 17:29:58.089558
121560,682,2023-03-23 17:30:00.078949
122220,86,2023-04-24 10:31:45.404371
125487,86,2023-06-12 13:23:24.196025
125636,24,2018-05-25 02:00:45.329349
125636,25,2018-06-03 19:21:50.916308
125636,86,2023-04-28 01:04:11.678698
125636,87,2018-06-03 18:29:55.987387
125636,88,2018-05-25 00:12:33.935236
125636,158,2023-04-28 03:03:14.568867
125636,833,2023-04-24 03:49:06.405706
125636,839,2023-04-19 22:58:58.457462
125636,840,2023-04-25 01:49:51.478442
125636,841,2023-04-24 21:51:39.105910
125636,869,2023-06-13 14:21:22.659477
125724,86,2023-03-28 11:38:13.482016
125724,158,2023-04-27 12:35:42.161821
126642,24,2018-06-03 00:18:33.608589
126642,86,2023-05-29 02:52:16.123445
126642,88,2018-06-02 20:18:04.632709
126869,25,2023-06-13 01:45:27.762813
126869,86,2023-06-11 22:35:20.745899
126869,158,2023-05-31 18:00:35.035301
